feature1,feature2,label
9.243728000282163,6.915844785421723,6
-6.728399933833569,-2.474134127349623,8
-6.200890348180122,-1.9621593184475312,8
-8.615878908666312,6.0415085497301835,2
8.199608649923597,0.8304469722070491,0
-5.678153998193774,-7.222633730892857,9
7.701271032623762,-0.3100010007514604,0
6.200523533727483,-4.237790105336343,5
-8.593042223724222,8.091544491649028,2
-7.637631680483383,-8.839050725276865,3
-5.536909555856575,-4.419856033206067,4
5.037767683787068,-9.547026343276627,7
-4.7022445259456065,-5.333804110405259,4
-6.9577276828226235,-9.96069765593691,3
-4.6701999055011125,-4.332996479397894,4
8.537519921576527,1.798749270199218,0
5.531506328140818,-3.599245270138805,5
7.647344904232378,-4.935623216259151,5
-8.670700735825248,6.9951238295462534,2
-5.460483152152365,-4.347166923313107,4
6.386006052218358,-5.062768557219165,5
10.339096753658561,8.375990354564944,6
-0.3643902956584637,7.64127638107813,1
-6.434926835447289,-1.867471891931264,8
-3.982201478118263,-7.41654243961778,4
8.463566662087532,3.773694045323434,0
-5.528146474162841,-7.90275547653294,3
-6.680005299224655,-2.9624458449637645,8
5.237252471868171,2.2284184525158537,0
-4.253426810547213,-7.457415932453523,9
5.629060077379264,-4.646807124960889,5
7.41754081308539,2.01671756340708,0
-8.069696550332475,6.896673491439072,2
-7.139948412535841,-3.0413537058479867,8
-5.834735066918648,-4.141296567945563,8
9.4499512325795,7.147343278094466,6
8.766714886711277,5.102181467677826,6
3.4982832780433553,-6.799420621538218,7
9.76868271377331,7.805779201718889,6
-7.744490584972743,-9.272043767352475,3
-7.923315050233468,5.7237649965472315,2
-6.7703573061477575,-8.42795004381008,3
-3.224163482848808,-6.862039775745157,9
-7.111164948253849,-2.0292227252623745,8
4.202378033505307,-7.580434708850159,7
-8.364532954003845,5.7526824026859105,2
-6.246869344955082,7.687164539482781,2
-2.7937881520889647,-5.073852062202385,4
-7.292095960607039,8.057033978147148,2
-6.246879892193085,-2.5655440558302804,8
6.122894208372687,-4.042721508176052,5
7.041477042157101,-4.520671772141196,5
-6.28898736968357,-2.9547673949234543,8
10.385287655828105,7.2803969460533455,6
-6.48536377777697,-6.372471626271457,9
-1.4824997361265606,6.843711969272355,1
-7.236621877771385,-3.052213237792241,8
-0.4244863607565643,8.096299970625527,1
-9.235828626755714,-8.921505851687137,3
-8.212010089106366,5.761719979736517,2
-4.550090562577829,-9.118067977118473,3
7.864878555626685,1.1190418796203474,0
-8.466389224941583,-1.4597635856745472,8
6.664052202373204,-4.516070506233751,5
-3.573925136967902,8.280729666033068,1
-8.80581914570068,7.262245288960402,2
-7.9105497968613445,7.798165176228014,2
9.958964827338084,7.948351556702131,6
10.036654089931154,7.106143943221197,6
9.928223559528593,1.4511271371753796,0
-1.088317949849002,8.750667947484903,1
4.858411160997863,-7.2702287682196785,7
-5.433407804114034,-8.651465516838291,3
-1.964106760508634,8.07542604813332,1
6.627894073855954,0.4062010673883327,0
-5.527222397285369,-4.7637636732806214,4
5.5651836854803705,-6.0551032890509005,7
8.413444375118369,-0.10205660658578064,0
-2.658475090535995,-5.965071359719911,4
-1.7240975126869904,-6.118626630541962,4
-1.518145041760294,7.53646142455936,1
-1.1551657157525212,7.706565861485955,1
-7.449477940693565,7.466515143628566,2
-3.6406358849493494,-4.190524077461114,4
-6.794174751033073,-1.8014010839936643,8
-5.5907015366472725,-8.19140112118771,9
4.601301917956725,-7.799796967129532,7
-8.321089610819092,6.545402688362221,2
-0.5717658146605076,6.7134898404562025,1
-1.9322461992005668,-6.849767271159011,4
6.478238679351089,-5.429964120145579,5
-9.108414622166501,7.020888638738608,2
-2.5528625783961583,7.165696303181696,1
5.994153507616723,-6.040510974818851,5
5.365345187058885,-5.188073601331869,5
-7.557947798705382,-7.656088222397985,3
-8.116018406698673,-3.977883106301976,8
-5.135482041552512,-3.0697481189555798,8
9.155738026990168,7.930523640549445,6
-1.0047850426828389,7.07272202324351,1
4.116673629375001,-6.811865509627236,7
4.990898042361124,1.6149851338446262,0
-4.489392820132774,-3.0775762538832754,4
-4.48714349904282,-7.261275461385297,9
5.284436254279908,-8.148820708162841,7
7.750547912204196,3.2847767846436273,0
-5.7063733917886275,-1.8072256593212428,8
10.851935611962121,6.447862786995638,6
11.316789472422192,7.4148244110525745,6
2.338191946019429,-8.798996267937959,7
-4.186083285760699,-5.384456429051046,4
8.230977138870665,-4.721036462920879,5
-3.1857428350844343,-4.336441076224534,4
-0.7356950682711125,7.03825202600458,1
-7.760957199142888,-9.065005739595895,3
7.241371045452283,-5.421459839279073,5
-7.372150785387735,-2.1009098422046977,8
9.447787382030352,-6.016665909274456,5
-7.690128452461731,7.081571080573033,2
-7.329079048325957,-9.155071399575053,3
-2.569017010116039,7.570056344227063,1
-6.997186933359764,-9.989869875997245,3
7.142252853613973,-5.463780409571895,5
-5.33398020473226,-5.991024162540701,9
-7.856966309996997,6.599356941107162,2
8.42866462684699,8.80077766094518,6
-1.5902667380560547,6.31029659111761,1
8.451262996599327,6.692012951368715,6
9.288712780646605,8.343601924902229,6
-4.903342006704501,-6.364378872466093,4
-2.652735359661229,-5.723074485920968,4
-4.6430208265519415,-6.52733278632512,9
-7.113111444936501,-8.861988252263934,3
7.982268337231703,2.899099680141699,0
-4.33852250405346,-7.631114934574431,9
8.98001342391647,1.8003449110561525,0
5.524493318796544,-5.5162203329711765,5
-4.40189293978414,-6.391407308822313,9
-3.603250895039397,9.36702798540605,1
8.179853466501719,0.9000011113323997,0
5.16265633057481,-8.0243446087879,7
10.501038767593048,7.325863109948179,6
-2.2904681109500897,8.190123582789104,1
7.5482559087203045,2.0291431004104803,0
-8.206910177973858,-10.587755666459266,3
-7.033423374961448,-6.356382388301729,9
4.114430613504241,-9.054481790780532,7
-0.5294020772022348,8.75578036049167,1
-7.817832920376603,-1.8410001362208228,8
-5.9483368994682175,-8.308458332696796,9
-6.7373907346740305,-3.264734995016112,8
-2.626927003031043,-7.282352128659165,4
-6.269196512747801,-2.653212623010499,8
9.18270023742138,-0.06765241579553716,0
-0.8585637942883139,6.728591582216868,1
5.766220457551262,-5.316278860711473,7
-7.149048203661211,-7.960991023513542,3
-3.8183790235176915,-6.029579674719834,4
